;sentence1_DE;sentence2_DE;gold_label;sentence1;sentence2
56;Sie sind verpflichtet, über alle Betriebs- und Geschäftsgeheimnisse, sowohl während der Dauer ihrer Tätigkeit, als auch nach deren Beendigung, Stillschweigen zu bewahren.;Über alle Betriebs- und Geschäftsgeheimnisse ist sowohl während der Dauer der Tätigkeit als auch danach Stillschweigen zu bewahren.;neutral;They are obliged to maintain confidentiality about all company and business secrets, both during the term of their employment and after its termination.;All trade and business secrets must be kept confidential both during and after the period of employment.
57;Nach Ablehnung sind die Daten des Bewerbers unter Berücksichtigung beweisrechtlicher Fristen zu löschen, es sei denn, der Bewerber hat in eine weitere Speicherung für einen späteren Auswahlprozess eingewilligt.;Nach Ablehnung sind die Daten des Bewerbers unter Berücksichtigung beweis rechtlicher Fristen zu löschen, es sei denn, der Bewerber hat in eine weitere Speicherung für einen späteren Auswahlprozess eingewilligt.;neutral;After rejection, the applicant's data must be deleted, taking into account time limits under the law of evidence, unless the applicant has consented to further storage for a later selection process.;After rejection, the applicant's data must be deleted, taking into account legal deadlines, unless the applicant has consented to further storage for a later selection process.
58;Die Lagerung und der Einsatz von Gefahrstoffen ist dem Koordinator vorher anzuzeigen (Sicherheitsdatenblatt).;Die Lagerung und der Einsatz von Gefahrstoffen ist mit dem Koordinator vorher abzustimmen (Sicherheitsdatenblatt).;inconsistent;The coordinator must be notified in advance of the storage and use of hazardous substances (safety data sheet).;The storage and use of hazardous substances must be agreed in advance with the coordinator (safety data sheet).
59;Absperreinrichtungen (Schieber o. ä.) dürfen nur in unmittelbarer Abstimmung mit der Mustermann AG Kontaktperson betätigt werden und nur nachdem die zuständigen Abteilungsleiter informiert wurden und der Maßnahme zugestimmt haben.;Die Betätigung einer Absperreinrichtungen (Schieber o. ä.) darf nur in unmittelbarer Abstimmung mit der Mustermann AG Kontaktperson erfolgen und nur nachdem die zuständigen Abteilungsleiter informiert wurden und dieser Maßnahme zugestimmt haben.;neutral;Shut-off devices (gate valves or similar) may only be operated in direct consultation with the Mustermann AG contact person and only after the responsible department heads have been informed and have approved the measure.;The operation of a shut-off device (gate valve or similar) may only be carried out in direct consultation with the Mustermann AG contact person and only after the responsible department heads have been informed and have approved this measure.
60;Beim Umgang mit brennbaren Flüssigkeiten und bei Arbeiten in explosionsgefährdeten Bereichen sind Zündquellen zu vermeiden.;Beim Umgang mit brennbaren Flüssigkeiten und bei Arbeiten in explosionsgefährdeten Räumen sind Zündquellen zu vermeiden.;neutral;Avoid ignition sources when handling flammable liquids and when working in potentially explosive atmospheres.;When handling flammable liquids and working in potentially explosive atmospheres, ignition sources must be avoided.
61;Personenbezogene Daten unterliegen dem Datengeheimnis.;IX. Vertraulichkeit der Verarbeitung: Personenbezogene Daten unterliegen dem Datengeheimnis.;neutral;Personal data is subject to data secrecy.;IX. Confidentiality of processing: Personal data is subject to data secrecy.
62;Die Mitarbeiter müssen der deutschen Sprache in Wort und Schrift insoweit mächtig sein, dass sämtliche Anweisungen (insbesondere örtliche Kennzeichnungen / Schilder, Inhalt des Freigabescheins, Sicherheitsanweisungen, mündliche Anweisungen) und auch Lautsprecherdurchsagen verstanden werden und befolgt werden können.;Die Mitarbeiter müssen der deutschen Sprache soweit mächtig sein, dass sämtliche Sicherheitsanweisungen verstanden und befolgt werden können.;inconsistent;Employees must be able to speak and write German to the extent that all instructions (in particular local markings/signs, contents of the release bill, safety instructions, verbal instructions) and also loudspeaker announcements can be understood and followed.;Employees must be able to speak German to the extent that all safety instructions can be understood and followed.
63;Werden personenbezogene Daten von einer Gesellschaft mit Sitz im Europäischen Wirtschaftsraum an eine verbundene Gesellschaft mit Sitz außerhalb des Europäischen Wirtschaftsraums (Drittstaat) übermittelt, so ist die datenimportierende Gesellschaft verpflichtet, bei allen Anfragen der für die datenexportierende Gesellschaft zuständigen Aufsichtsbehörde mit dieser zu kooperieren und die Feststellungen der Aufsichtsbehörde im Hinblick auf die übermittelten Daten zu beachten.;Werden personenbezogene Daten von einer Konzerngesellschaft mit Sitz im Europäischen Wirtschaftsraum an eine Konzerngesellschaft mit Sitz außerhalb des Europäischen Wirtschaftsraums (Drittstaat) übermittelt, so ist die datenimportierende Gesellschaft verpflichtet, bei allen Anfragen der für die datenexportierende Gesellschaft zuständigen Aufsichtsbehörde mit dieser zu kooperieren und die Feststellungen der Aufsichtsbehörde im Hinblick auf die übermittelten Daten zu beachten.;neutral;If personal data is transferred from a company based in the European Economic Area to an affiliated company based outside the European Economic Area (third country), the data-importing company is obliged to cooperate with the supervisory authority responsible for the data-exporting company in all inquiries and to comply with the findings of the supervisory authority with regard to the transferred data.;If personal data is transferred from a Group company based in the European Economic Area to a Group company based outside the European Economic Area (third country), the data-importing company is obliged to cooperate with the supervisory authority responsible for the data-exporting company in all inquiries and to comply with the findings of the supervisory authority with regard to the transferred data.
64;Sind Arbeiten in der Nähe stromführender Anlagen oder Einrichtungen durchzuführen, so muss über den Koordinator in jedem Fall die zuständige verantwortliche Elektrofachkraft eingeschaltet werden, die über entsprechende Maßnahmen entscheidet.;Sind Arbeiten in der Nähe stromführender Anlagen oder Einrichtungen durchzuführen, so muss über den Ansprechpartner für den Auftrag in jedem Fall die verantwortliche Elektrofachkraft eingeschaltet werden, die über entsprechende Maßnahmen entscheidet.;inconsistent;If work is to be carried out in the vicinity of live systems or equipment, the coordinator must always contact the responsible electrician, who will decide on the appropriate measures to be taken.;If work is to be carried out in the vicinity of live systems or equipment, the responsible electrician must always be consulted via the contact person for the order, who will decide on appropriate measures.
65;Die einzelnen Konzerngesellschaften sind nicht berechtigt, von dieser Datenschutzrichtlinie abweichende Regelungen zu treffen.;Die Mitarbeiter sind nicht berechtigt, von dieser Datenschutzrichtlinie abweichende Regelungen zu treffen.;different context;The individual Group companies are not authorized to adopt regulations that deviate from this data protection policy.;Employees are not authorized to make any arrangements that deviate from this privacy policy.
66;Alle Einsatzstoffe, Reste und Abfälle, insbesondere aber brennbare Flüssigkeiten, gefährliche und Wassergefährdende Stoffe, z. B. Säuren, Laugen, giftige ätzende Stoffe sowie Altöl und auch verschmutzte Putzlappen, müssen auf dem Werkgelände unter strengster Beachtung der gesetzlichen Bestimmungen transportiert, vorgehalten, gelagert und behandelt werden, so dass durch diese Stoffe keine Gefahr für Menschen, Sachen, das Unternehmen und die Umwelt besteht oder entstehen kann.;Alle Einsatzstoffe, Reste und Abfälle, insbesondere aber brennbare Flüssigkeiten, gefährliche und wassergefährdende Stoffe, z. B. Säuren, Laugen, giftige, ätzende Stoffe sowie Altöl und auch verschmutzte Putzlappen, müssen auf dem Werkgelände unter strengster Beachtung der gesetzlichen Bestimmungen transportiert, vorgehalten, gelagert und behandelt werden, so dass durch diese Stoffe keine Gefahr für Menschen, Sachen, unser Unternehmen und die Umwelt besteht oder entstehen kann.;neutral;All input materials, residues and waste, but in particular flammable liquids, hazardous and water-polluting substances, e.g. acids, alkalis, toxic corrosive substances as well as waste oil and soiled cleaning cloths, must be transported, kept, stored and treated on the factory premises in strict compliance with the statutory provisions so that no danger to people, property, the company or the environment exists or can arise from these substances.;All input materials, residues and waste, but in particular flammable liquids, hazardous and water-polluting substances, e.g. acids, alkalis, toxic, corrosive substances as well as waste oil and soiled cleaning cloths, must be transported, kept, stored and treated on the factory premises in strict compliance with the statutory provisions so that no danger to people, property, our company or the environment exists or can arise from these substances.
