;sentence1;sentence2;gold_label
88;Verspätete Abfertigungszeiten führen zu Mehrkosten und sind vom Lieferanten zu übernehmen.;Verspätete Abfertigungszeiten führen zu Mehrkosten und sind vom Partner zu übernehmen.;not_related
89;Der Lieferant gewährt der Mustermann AG und – soweit erforderlich – dessen Kunden Zutritt zu allen Betriebsstätten, einschliesslich Prüflabors, Lagern und sonstigen interessierenden Bereichen, sowie Einsicht in relevante Dokumente und stellt dies auch für seine Unterlieferanten sicher.;Der Lieferant wird Mustermann AG nach Vorankündigung Zutritt zu den Betriebsstätten, Prüfstellen, Lagern und angrenzenden Bereichen und Einsicht in qualitätsrelevante Dokumente gewähren und einen fachlich qualifizierten Mitarbeiter zur Verfügung stellen.;inconsistent
90;XII. Datenschutzvorfälle: Jeder Mitarbeiter soll seinem jeweiligen Vorgesetzten oder dem Datenschutzbeauftragten unverzüglich Fälle von Verstößen gegen diese Datenschutzrichtlinie oder andere Vorschriften zum Schutz personenbezogener Daten (Datenschutzvorfälle) melden.;Jeder Mitarbeiter soll seinem jeweiligen Vorgesetzten, seinem Datenschutzkoordinator oder dem Konzernbeauftragten für den Datenschutz unverzüglich Fälle von Verstößen gegen diese Datenschutzrichtlinie oder andere Vorschriften zum Schutz personenbezogener Daten (Datenschutzvorfälle) melden.;inconsistent
91;Sind Personen mehrerer Auftragnehmer an einem Einsatzort beschäftigt, so ist in Abstimmung mit der Betriebs- / Bauleitung ein Koordinator schriftlich zu benennen, um mögliche gegenseitige Gefährdungen auszuschließen.;Sind Personen mehrerer Auftragnehmer an einem Einsatzort beschäftigt, so ist in Abstimmung mit der zuständigen verantwortlichen Stelle ein Koordinator schriftlich zu benennen, um mögliche gegenseitige Gefährdungen auszuschließen.;inconsistent
92;Eine Unterweisung muss an die Gefährdungsentwicklung angepasst sein und erforderlichenfalls regelmäßig wiederholt werden.;Eine Unterweisung muss an die Gefährdungsentwicklung angepasst sein und erforderlichenfalls regelmäßig wiederholt werden (§ 12 ArbSchG).;neutral
93;Der Auftragnehmer hat seinem Arbeitspersonal die erforderliche Persönliche Schutzausrüstung in ausreichender Stückzahl zur Verfügung zu stellen.;Der Auftragnehmer hat seinem Arbeitspersonal die erforderliche Persönliche Schutzausrüstung in ausreichender Menge zur Verfügung zu stellen.;neutral
94;Erfolgt der Austausch via SFTP, so ist der SFTP-Steckbrief Version 1 zur standardisierten Mitteilung der eigenen Adressparameter zu verwenden.;Sofern der Austausch via SFTP erfolgt, muss der SFTP-Steckbrief Version 1 zur standardisierten Mitteilung der eigenen Adressparameter verwendet werden.;neutral
95;Soweit nichts anderes vereinbart ist, gilt diese Lieferantenrichtlinie unbefristet und kann mit einer Kündigungsfrist von 6 Monaten schriftlich gekündigt werden.;Soweit nichts Anderes vereinbart ist, gilt diese Lieferantenrichtlinie unbefristet und kann mit einer Kündigungsfrist von 6 Monaten schriftlich gekündigt werden.;neutral
96;Die Lieferanten sind aufgefordert Notfallpläne auszuarbeiten, um im Notfall die Lieferfähigkeit abzusichern.;Die Lieferanten sind aufgefordert, Notfallpläne auszuarbeiten (z. B. für den Fall einer Unterbrechung der Strom-, Gas- oder Wasserversorgung, bei Personalmangel oder bei Ausfall wichtiger Maschinen und Anlagen oder bei Rücksendungen ), um im Notfall die Lieferfähigkeit von Mustermann AG ausreichend abzusichern.;neutral
97;Wir dürfen weder wissentlich unvollständige oder irreführende Informationen erstellen oder unterstützen, noch den Zeitpunkt von Ereignissen oder Transaktionen falsch angeben.;Wir dürfen niemals wissentlich unvollständige oder irreführende Informationen erstellen, an ihrer Erstellung mitwirken oder den Zeitpunkt eines Ereignisses oder einer Transaktion falsch aufzeichnen.;neutral
98;Im Falle unklarer rechtlicher Rahmenbedingungen finden unsere Mitarbeiter Orientierung in unseren Unternehmensgrundsätzen sowie durch etablierte und kommunizierte Strukturen und Prozesse.;Im Falle unklarer rechtlicher Rahmenbedingungen finden unsere Beschäftigten Orientierung in unseren Unternehmensgrundsätzen sowie durch etablierte und kommunizierte Strukturen und Prozesse.;neutral
99;In Arbeitskörben von Hubarbeitsbühnen besteht an den Mustermann AG Standorten generelle Personensicherungspflicht gegen Absturzgefahren.;In Arbeitskörben von Hubarbeitsbühnen besteht an sämtlichen Mustermann AG Standorten generelle Personensicherungspflicht gegen Absturzgefahren.;neutral
100;Bei der Nutzung von Verschlüsselung und / oder elektronischen Signaturen (siehe Anhang, B. 1.12) müssen alle länderspezifischen Bestimmungen zum Import und Export von bzw. dem Zugriff auf Hardware, Software und Informationen befolgt werden.;Bei der Nutzung von Verschlüsselung und / oder elektronischen Signaturen müssen alle länderspezifischen Bestimmungen zum Import und Export von bzw. dem Zugriff auf Hardware, Software und Informationen befolgt werden.;neutral
101;Von etwaigen Schadensersatzansprüchen Dritter werden die Fremdfirmen den Auftraggeber freistellen.;Von etwaigen Schadensersatzansprüchen Dritter stellen die Fremdfirmen die Mustermann AG frei.;not_related
102;Nach Beendigung von Bau- und Montagearbeiten sind die Firmen verpflichtet, ihre Arbeitsstelle aufzuräumen und besenrein zu verlassen.;Nach Beendigung der Bau- und Montagearbeiten ist die Fremdfirma dazu verpflichtet, ihre Arbeitsstelle aufzuräumen und besenrein zu verlassen.;neutral
103;Kann der Datenschutzbeauftragte einer Beschwerde nicht abhelfen oder einen Verstoß gegen Datenschutzrichtlinien nicht abstellen, muss er die Geschäftsführung einschalten.;Kann der zuständige Datenschutzbeauftragte einer Beschwerde nicht abhelfen oder einen Verstoß gegen Datenschutzleitlinien nicht abstellen, muss zur Abhilfe der Datenschutzverletzung die Geschäftsführung informiert werden.;neutral
104;Der Lieferant wird der Mustermann AG nach Vorankündigung Zutritt zu den Betriebsstätten, Prüfstellen, Lagern und angrenzenden Bereichen und Einsicht in qualitätsrelevante Dokumente gewähren und einen fachlich qualifizierten Mitarbeiter zur Verfügung stellen.;Der Lieferant gewährt der Mustermann AG sowie deren Kunden Zutritt zu allen Betriebsstätten, Prüfplätzen, Lagern und angrenzenden Bereichen sowie Einsicht in qualitätsrelevante Dokumente.;inconsistent
105;Niemand darf auf Grund von Herkunft, ethnischem Hintergrund, Geschlecht, Nationalität, Alter, körperlichen Fähigkeiten, geschlechtlicher Neigung oder der Religion benachteiligt werden.;Niemand darf aufgrund von Merkmalen wie Geschlecht, Hautfarbe, Religion, Nationalität, politischen oder sonstigen Überzeugungen, ethnischer Herkunft, Behinderung, Alter, sexueller Orientierung oder jedweden anderen Merkmalen, die durch lokale Gesetze geschützt sind, wie z. B. Zugehörigkeit zu einer nationalen Minderheit, Schwangerschaft oder ehemalige Militärzugehörigkeit (Veteranenstatus) benachteiligt, begünstigt oder belästigt werden.;inconsistent
106;Der Ablauf eines Zertifikates ohne geplante Rezertifizierung ist der Mustermann AG mindestens drei Monate vor dem Ablauftermin mitzuteilen.;Der Ablauf eines Zertifikates ohne geplante Rezertifizierung ist der Mustermann AG (im folgenden Mustermann AG genannt) mindestens drei Monate vor dem Ablauftermin mitzuteilen.;neutral
107;Die Fremdfirmen, die innerhalb der Mustermann AG Arbeiten ausführen, müssen alle Normen, Vorschriften und Gesetze in Bezug auf Unfallverhütung, Arbeitshygiene, Brandverhütung und Umweltschutz beachten und einhalten.;Die Fremdfirmen, die bei Mustermann AG Arbeiten ausführen, müssen alle Normen, Vorschriften und Gesetze in Bezug auf Unfallverhütung, Arbeitshygiene, Brandverhütung, Umweltschutz, z.B. DGUV Vorschriften, Betriebssicherheitsverordnung, Arbeitsstättenverordnung beachten und einhalten.;neutral
108;Bis zur vollständigen Umsetzung des Lieferantenwechsels ist der Lieferant verpflichtet die Lieferungen in der erforderlichen Qualität durch geeignete Maßnahmen sicherzustellen.;Der Lieferant ist bis zur vollständigen Umsetzung des Lieferantenwechsels verpflichtet, die Lieferungen in der erforderlichen Qualität durch geeignete Maßnahmen sicherzustellen.;neutral
109;Die Folgekosten eines Brandes oder Fehlalarms (Feuerwehreinsatz) tragen die Verursacher.;Die Folgekosten eines Brandes oder Fehlalarms (Feuerwehreinsatz) trägt der Verursacher.;neutral
110;Eine Identifizierung des Packstücks muss möglich sein auch ohne die Verpackung öffnen zu müssen.;Kennzeichnung: Das Packstück muss so gekennzeichnet sein, dass eine Identifizierung möglich ist, auch ohne die Verpackung öffnen zu müssen.;neutral
111;Der LIEFERANT führt kontinuierlich eine interne Auftragsverfolgung durch.;Der Lieferant hat kontinuierlich eine interne Auftragsverfolgung durchzuführen.;neutral
112;Der LIEFERANT muss sein Qualitätsmanagement System und seine Qualitätssicherungs-Maßnahmen auf diese reduzierte Wareneingangsprüfung ausrichten.;Der Lieferant muss sein Qualitätsmanagement System und seine Qualitätssicherungsmaßnahmen auf diese reduzierte Wareneingangsprüfung ausrichten.;neutral
113;Der Lieferant haftet für die Umweltverträglichkeit der gelieferten Produkte und Verpackungsmaterialien und für alle Folgeschäden, die durch die Verletzung seiner gesetzlichen Entsorgungspflichten entstehen.;Der Lieferant gewährleistet zudem die Umweltverträglichkeit der von ihm gelieferten Produkte und Verpackungsmaterialien.;not_related
114;Werden die Temperaturanforderungen während des Transportes bzw. bei Anlieferung nicht erfüllt oder kann die Einhaltung nicht korrekt nachgewiesen werden, so muss die Ware von der Mustermann AG zurückgewiesen werden.;Waren, für die die Temperaturanforderungen während des Transportes bzw. bei Anlieferung nicht erfüllt wurden, werden von Mustermann AG zurückgewiesen.;inconsistent
115;Keinem Mitarbeiter entstehen aus der Preisgabe von Informationen Nachteile.;Keinem Mitarbeiter entstehen aus der Preisgabe von Informationen insoweit Nachteile.;neutral
116;Wird die Verarbeitung besonders schutzwürdiger Daten geplant, ist der DSB oder Datenschutzkoordinator im Vorfeld zu informieren.;Wird die Verarbeitung besonders schutzwürdiger Daten geplant, ist der interne Datenschutzkoordinator im Vorfeld zu informieren, der gegebenenfalls den Datenschutzbeauftragten hinzuzieht.;inconsistent
117;Abweichungen führen zu Punktabzügen in der Lieferantenbewertung.;Abweichungen nehmen direkten Einfluss auf die Lieferantenbewertung.;inconsistent
118;Der Tank darf max. 5 Liter Restbenzin enthalten und muss mit Stickstoff befüllt werden.;Der Tank muss fast leer (mind. auf Reserve / max. 5 Liter Restbenzin) und mit Stickstoff befüllt sein.;neutral
119;Des Weiteren werden die Schäden im Schadensprotokoll erfasst und ebenfalls vom Transportführer bestätigt.;Des Weiteren werden die Schäden in einem Schadensprotokoll erfasst und ebenfalls vom Transportführer bestätigt.;neutral
120;Im Falle einer Datenübermittlung an einen Empfänger außerhalb der Mustermann AG in einem Drittstaat muss dieser ein zu dieser Datenschutzrichtlinie gleichwertiges Datenschutzniveau gewährleisten.;Bei einer Datenübermittlung an einen Empfänger ausserhalb der Mustermann AG in einem Drittstaat muss dieser ein zu dieser Datenschutzrichtlinie gleichwertiges Datenschutzniveau gewährleisten.;neutral
121;Die eigene Stellung im Unternehmen darf von dem Einzelnen nicht zum eigenen Vorteil oder dem Vorteil der eigenen Familie oder von Freunden missbraucht werden.;Die eigene Stellung im Unternehmen darf nicht zum eigenen Vorteil oder dem Vorteil der eigenen Familie oder von Freunden missbraucht werden.;neutral
122;Die Mitarbeiter sind verpflichtet, die persönlichen Schutzausrüstungen bestimmungsgemäß zu benutzen.;Der Auftragnehmer hat seinen Mitarbeitern persönliche Schutzausrüstungen zur Verfügung zu stellen.;not_related
123;Im Übrigen hat der Auftragnehmer festzulegen, welche weiteren persönlichen Schutzausrüstungen zu benutzen sind.;Der Auftragnehmer hat seinen Mitarbeitern persönliche Schutzausrüstungen zur Verfügung zu stellen.;not_related
124;Der Auftragnehmer gewährt dem Auftraggeber und - soweit erforderlich - dessen Kunden Zutritt zu allen Betriebsstätten, Prüfstellen, Lagern und angrenzenden Bereichen sowie Einsicht in qualitätsrelevante Dokumente.;Der Lieferant gewährt der Mustermann AG und – soweit erforderlich – dessen Kunden Zutritt zu allen und Betriebsstätten, Prüfstellen, angrenzenden in qualitätsrelevante Dokumente.;not_related
125;Wir bekennen uns dazu, mit der Arbeitnehmervertretung offen und vertrauensvoll zusammenzuarbeiten, einen konstruktiven und kooperativen Dialog zu führen und einen fairen Ausgleich der Interessen anzustreben.;Wir bekennen uns dazu, mit der Arbeitnehmervertretung offen und ver trauensvoll zusammenzuarbeiten, einen konstruktiven und kooperativen Dialog zu führen und einen fairen Ausgleich der Interessen anzustreben.;neutral
126;"Der Mitarbeiter darf sich nur in den Teilen des Betriebs aufhalten, in denen er beschäftigt ist oder in die ihn ein ausdrücklicher Auftrag führt (siehe ""Mustermann AG Betriebsordnung"").";Der Mitarbeiter darf sich nur in den Teilen des Betriebes aufhalten, in denen er beschäftigt ist oder in die ihn ein ausdrücklicher Auftrag führt.;neutral
127;Der Käufer erwirbt das Eigentum an der Werkzeugausrüstung, selbst wenn der Lieferant für die Werkzeugausrüstung noch nicht bezahlt worden ist.;"Der Käufer wird als Eigentümer der Werkzeugausrüstung nicht von der Verpflichtung befreit, für die Werkzeugausrüstung zu bezahlen; auch hat dies keinen Einfluss auf etwaige Ansprüche des Lieferanten auf Bezahlung im Rahmen eines Produktionswerkzeugauftrags.";not_related
128;Zu beachten sind die Customs-Trade Partnership Against Terrorism (Abk.: C-TPAT) Regularien „ C-TPAT Minimum Security Criteria and Guideline “ der U. S. Customs and Border Protcetion, zu finden im Internet unter www.cbp.gov.;Bei Warensendungen in die USA sind die Customs-Trade Partnership Against Terrorism (Abk.: C-TPAT) Regularien „ C-TPAT Minimum Security Criteria and Guideline “ der U. S. Customs and Border Protcetion, zu finden im Internet unter www.cbp.gov.;not_related
129;Das Rauchen ist auf dem gesamten Betriebsgelände nur in den ausgewiesenen Bereichen erlaubt.;Rauchen ist auf dem Betriebsgelände nur in den gekennzeichneten Bereichen gestattet.;neutral
130;Der Lieferant räumt der Mustermann AG das Recht ein, bei ihm Audits durchzuführen, um zu prüfen, ob seine Prozesse den Forderungen der Mustermann AG entsprechen.;Der Lieferant gestattet der Mustermann AG durch Audits festzustellen, ob seine Prozesse die Forderungen der Mustermann AG erfüllen.;neutral
131;Der Lieferant darf Produkte, die nicht den Anforderungen (Zeichnungen, Spezifikationen o. ä) entsprechen, nur mit einer von der Mustermann AG erteilten und gültigen Abweicherlaubnis (AWE) liefern.;Produkte, die nicht den Anforderungen (Zeichnungen, Spezifikationen o. ä) entsprechen, darf der Lieferant nur mit einer von der Mustermann AG erteilten und gültigen Abweicherlaubnis (AWE) liefern.;neutral
132;Der Lieferant verpflichtet sich, die Rückverfolgbarkeit der von ihm gelieferten Produkte sicherzustellen.;Der Lieferant ist angehalten die Rückverfolgbarkeit der von ihm gelieferten Produkte sicherzustellen.;neutral
133;Für technische Arbeitsmittel und Verbraucherprodukte, die das CE-Zeichen führen, muss die entsprechende Konformitätserklärung des Herstellers während der Veranstaltung vorliegen.;Für technische Arbeitsmittel und Verbraucherprodukte, die das CE-Zeichen führen, muss die entsprechende Konformitätserklärung des Herstellers am Stand vorliegen.;inconsistent
